dataset_name,node_id,timestamp,x_position,y_position,speed,time,packet_id,source_node,destination_node,hop_count,delivery_status,end_to_end_delay_ms,routing_reliability_score,forwarding_behavior_score,control_responsiveness_score,computed_trust_score,residual_energy_percent,threat_level,crypto_choice,packet_drop_ratio,rtt_variance,failed_route_replies,RF_output,LSTM_output,anomaly_score,label,state_trust,state_link_quality,state_mobility,action,reward,updated_Q_value
NODE_MOBILITY,380.0,240.971,971.923,621.039,13.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,351.0,122.758,978.65,476.453,6.497,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,178.0,831.113,474.321,117.163,5.898,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,34.0,153.284,1181.148,44.752,12.133,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,486.0,179.268,823.717,519.718,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,223.0,599.383,647.127,28.551,5.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,447.0,874.562,939.019,248.232,16.505,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,339.0,196.435,540.986,1087.775,17.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,390.0,310.324,769.109,1062.137,4.186,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,380.0,777.405,1105.059,1107.871,1.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,98.0,971.826,1329.604,475.73,7.386,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,182.0,500.741,1381.586,1335.029,16.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,234.0,143.898,755.449,890.746,16.944,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,249.0,13.936,780.413,189.04,3.628,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,22.0,229.656,1199.806,215.578,15.712,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,274.0,131.822,471.676,1039.643,3.198,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,78.0,677.659,1256.074,259.416,8.411,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,372.0,121.833,741.212,760.939,19.974,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,342.0,506.33,173.785,1487.662,4.659,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,462.0,694.262,108.089,6.011,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,373.0,581.117,1262.99,24.87,9.033,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,184.0,199.776,83.352,1489.627,12.774,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,484.0,804.125,420.917,876.958,18.725,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,206.0,715.407,501.195,190.365,19.636,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,163.0,738.984,259.492,1345.953,2.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,453.0,131.058,470.84,1320.57,3.622,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,186.0,123.754,1114.039,804.301,16.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,39.0,927.563,22.024,932.688,6.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,235.0,397.578,1240.76,409.781,17.812,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,398.0,300.949,1284.822,75.78,13.606,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,95.0,488.584,558.392,891.851,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,232.0,662.864,230.419,442.133,16.818,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,65.0,955.623,901.261,995.432,4.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,344.0,286.446,179.509,1254.368,9.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,238.0,924.808,547.379,27.241,11.492,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,166.0,24.859,1437.644,893.571,10.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,114.0,555.198,1493.197,346.921,14.037,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,283.0,633.975,1158.157,1310.833,13.401,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,335.0,105.897,466.442,380.497,19.849,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,471.0,140.34,1031.498,916.155,19.989,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,219.0,419.114,1058.11,830.311,10.813,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,81.0,966.232,581.763,594.25,2.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,417.0,596.043,961.333,1016.431,14.829,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,315.0,933.023,16.091,1088.654,19.557,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,351.0,804.361,313.586,850.407,7.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,49.0,467.382,787.632,1137.633,9.763,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,157.0,784.763,245.627,1475.126,9.071,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,384.0,17.837,248.86,628.909,1.977,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,417.0,109.144,1254.456,771.875,13.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,218.0,829.429,1483.7,18.705,7.713,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,403.0,796.817,833.954,1194.043,15.962,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,421.0,232.641,1258.605,780.345,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,194.0,530.77,1485.482,611.942,16.603,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,450.0,606.016,212.394,141.108,8.917,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,145.0,867.739,672.368,1334.485,7.109,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,120.0,603.107,588.859,592.511,15.228,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,342.0,412.572,120.074,1023.872,16.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,319.0,374.184,1132.995,224.061,10.334,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,70.0,425.882,650.669,1442.324,17.968,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,417.0,651.931,703.99,267.663,3.734,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,100.0,867.491,226.009,299.313,17.702,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,403.0,453.897,271.39,1288.474,2.826,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,4.0,247.84,1360.655,1368.874,3.917,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,399.0,236.662,66.974,318.221,11.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,394.0,746.014,349.278,704.701,2.283,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,391.0,816.569,438.089,1100.242,2.003,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,333.0,105.278,735.296,1317.549,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,236.0,66.559,879.668,568.579,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,353.0,594.434,739.935,775.529,15.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,139.0,146.173,126.173,1112.575,1.662,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,391.0,824.664,365.501,1096.704,13.393,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,278.0,310.335,1265.383,1174.44,16.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,230.0,143.872,956.383,854.901,4.192,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,253.0,920.97,973.724,156.923,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,285.0,165.532,1005.305,1355.96,17.355,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,19.0,284.72,1144.355,1298.359,16.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,70.0,153.613,87.163,1197.146,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,123.0,115.49,549.913,149.794,16.565,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,58.0,21.148,809.291,306.596,2.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,220.0,55.395,507.685,1115.401,8.495,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,335.0,174.641,1266.718,34.71,15.018,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,328.0,53.382,723.859,1468.837,5.892,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,236.0,591.144,1152.941,565.717,15.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,428.0,680.715,1278.023,1078.969,10.579,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,283.0,393.63,757.187,1331.357,15.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,40.0,317.991,1364.328,591.945,9.829,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,383.0,504.526,880.686,478.699,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,288.0,875.005,1275.411,913.112,5.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,318.0,851.132,510.886,871.484,4.959,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,283.0,43.475,748.225,613.71,15.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,277.0,181.498,797.117,902.662,3.259,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,46.0,236.745,157.47,1403.072,2.634,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,280.0,249.388,597.829,701.46,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,398.0,571.233,1376.007,295.113,4.332,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,152.0,416.262,946.248,565.809,16.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,302.0,49.254,266.26,591.16,8.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,16.0,373.614,508.283,196.663,19.817,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,174.0,523.753,287.405,244.307,3.607,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,219.0,101.672,37.235,1026.843,13.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,492.0,833.459,1391.191,509.217,9.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,108.0,51.962,672.311,1432.348,8.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,139.0,924.842,461.303,365.395,17.627,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,205.0,99.113,897.716,148.387,19.536,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,497.0,843.575,10.972,1130.257,17.584,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,427.0,902.653,417.033,1321.554,4.654,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,18.0,979.571,1054.55,417.17,5.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,117.0,802.026,950.655,303.132,13.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,411.0,779.478,1472.709,278.649,6.493,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,30.0,642.483,930.537,783.018,14.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,428.0,778.996,716.259,702.625,11.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,141.0,134.552,1142.149,389.16,11.467,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,459.0,536.068,1354.992,67.76,16.742,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,147.0,514.223,1081.044,722.237,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,218.0,857.572,1444.817,1438.999,1.505,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,331.0,462.799,1173.008,978.779,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,64.0,385.089,1300.202,743.26,12.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,279.0,639.563,171.156,166.038,10.238,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,253.0,266.463,1098.62,378.654,5.944,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,392.0,139.768,660.133,442.161,8.954,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,499.0,477.877,829.656,1147.205,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,333.0,416.889,981.154,1315.066,16.706,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,205.0,232.57,1454.723,1352.463,11.663,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,204.0,367.512,1476.867,1476.853,8.322,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,209.0,366.392,432.342,1473.55,6.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,408.0,327.496,1100.63,1429.499,10.916,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,161.0,379.464,1124.975,107.733,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,84.0,685.743,519.739,206.69,11.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,168.0,296.876,185.805,456.7,13.856,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,12.0,948.858,61.42,829.347,2.256,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,54.0,916.348,1166.015,145.467,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,46.0,480.91,734.55,1268.695,5.033,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,386.0,328.361,1478.31,925.134,17.996,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,362.0,535.435,697.46,813.547,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,349.0,848.56,1466.875,247.967,4.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,231.0,652.587,617.364,379.883,17.915,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,359.0,804.392,1190.523,240.468,9.929,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,81.0,532.722,127.229,1277.9,10.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,451.0,632.918,833.193,876.342,18.775,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,251.0,288.156,1203.09,1102.694,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,470.0,734.893,1387.053,444.049,5.088,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,77.0,202.405,1233.875,556.879,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,249.0,694.798,55.456,607.282,4.714,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,349.0,860.719,559.054,1140.022,13.911,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,248.0,132.103,73.048,1158.529,5.068,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,224.0,614.38,163.923,310.22,2.884,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,84.0,95.096,1012.958,1412.308,4.933,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,191.0,725.716,1069.887,180.983,9.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,120.0,84.493,1160.581,1344.183,4.347,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,151.0,935.94,1298.185,150.593,3.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,342.0,137.408,1109.147,396.81,17.345,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,316.0,958.88,1201.307,1269.718,7.088,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,304.0,800.884,73.446,269.238,7.854,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,181.0,593.682,351.803,620.352,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,480.0,782.624,932.847,674.789,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,44.0,795.115,1287.188,367.888,6.031,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,172.0,946.027,6.75,1065.368,12.599,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,60.0,253.383,771.944,1277.002,4.902,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,170.0,590.076,1015.931,1311.863,17.879,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,481.0,95.049,44.411,508.983,18.664,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,184.0,616.166,602.033,796.276,2.897,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,455.0,171.291,1343.452,372.61,3.041,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,248.0,564.951,1007.419,367.195,3.191,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,350.0,572.431,356.488,241.881,12.772,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,229.0,465.985,1279.172,1410.029,3.317,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,133.0,522.632,522.047,1331.983,17.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,383.0,763.923,1280.017,1166.038,15.331,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,485.0,799.245,448.415,776.492,16.576,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,132.0,492.153,885.48,735.912,10.995,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,390.0,599.593,595.41,794.618,19.937,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,131.0,931.236,412.238,804.852,1.839,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,359.0,119.734,1329.836,651.845,8.624,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,395.0,117.104,281.391,197.632,7.155,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,225.0,87.709,127.217,188.496,19.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,369.0,657.863,512.89,1428.375,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,137.0,418.608,1076.459,723.046,16.318,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,40.0,774.321,1211.147,1429.808,4.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,49.0,671.231,1498.115,245.365,19.594,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,224.0,333.638,444.543,831.625,10.474,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,452.0,898.367,611.913,311.576,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,64.0,762.532,205.232,379.777,19.447,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,228.0,270.535,862.308,45.082,8.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,353.0,364.192,1496.37,178.43,8.553,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,102.0,314.44,1051.322,1375.273,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,361.0,157.612,892.819,482.299,3.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,153.0,147.783,588.554,912.194,7.101,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,405.0,936.127,1372.948,697.521,4.671,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,290.0,437.904,745.375,600.677,2.962,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,274.0,383.32,201.55,797.829,17.457,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,89.0,729.686,548.068,280.858,12.197,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_MOBILITY,232.0,552.993,100.75,1482.906,7.815,,,,,,,,,,,,,,,,,,,,,,,,,,,
